year,id,name,surface,held
2019,W-FC-2019-G1-EPA-A-A-M-RUS-POL-01,Fed Cup G1 RR: RUS vs POL                                                                           ,Hard,2019-02-06
2016,W-FC-2016-G1-EPA-C-M-TUR-EST-01,Fed Cup G1 RR: TUR vs EST                                                                           ,Hard,2016-02-05
2012,D130,Fed Cup G2 RRA: GUA vs ECU                                                                          ,Clay,2012-04-18
2018,W-FC-2018-G2-AO-C-M-POC-OMA-01,Fed Cup G2 RR: POC vs OMA                                                                           ,Hard,2018-02-07
2012,D062,Fed Cup G1 RRB: THA vs INA                                                                          ,Hard,2012-02-01
2010,D075,Fed Cup G1 RRD: AUT vs BIH                                                                          ,Hard,2010-02-05
2018,W-FC-2018-WG2-M-ESP-ITA-01,Fed Cup WG2 R1: ESP vs ITA                                                                          ,Clay,2018-02-10
2014,D092,Fed Cup G1 PO: PAR vs BRA                                                                           ,Clay,2014-02-08
2012,D050,Fed Cup G1 RRB: COL vs BOL                                                                          ,Clay,2012-01-31
2017,W-FC-2017-G1-EPA-A-M-GEO-AUT-01,Fed Cup G1 RR: GEO vs AUT                                                                           ,Hard,2017-02-10
2010,W-SL-FRA-01A-2010,Roland Garros                                                                                       ,Clay,2010-05-24
2018,1027,Istanbul                                                                                            ,Clay,2018-04-23
2012,D016,Fed Cup WG2 PO: FRA vs SLO                                                                          ,Hard,2012-04-21
2012,D104,Fed Cup G1 PO: VEN vs BAH                                                                           ,Clay,2012-02-04
2014,D079,Fed Cup G2 PO: SIN vs KGZ                                                                           ,Hard,2014-02-07
2011,W-PR-USA-05A-2011,New Haven                                                                                           ,Hard,2011-08-22
2019,1091,Mallorca                                                                                            ,Grass,2019-06-17
2018,W-FC-2018-G2-AO-PP5-8-PHI-OMA-01,Fed Cup G2 PM: PHI vs OMA                                                                           ,Hard,2018-02-09
2014,D110,Fed Cup WG PO: BRA vs SUI                                                                           ,Clay,2014-04-19
2013,D106,Fed Cup G2 RRA: EST vs LAT                                                                          ,Clay,2013-04-18
2013,W-INT-JPN-01A-2013,Osaka                                                                                               ,Hard,2013-10-07
2015,W-INT-CZE-01A-2015,Prague                                                                                              ,Clay,2015-04-27
2017,1049,Auckland                                                                                            ,Hard,2017-01-02
2018,W-FC-2018-G1-AO-PP3-4-CHN-KOR-01,Fed Cup G1 PM: CHN vs KOR                                                                           ,Hard,2018-02-10
2017,W-FC-2017-G1-EPA-REL-BIH-POR-01,Fed Cup G1 REL: BIH vs POR                                                                          ,Hard,2017-02-11
2012,W-INT-USA-02A-2012,Washington                                                                                          ,Hard,2012-07-30
2011,D042,Fed Cup G1 RRA: THA vs CHN                                                                          ,Hard,2011-01-31
2018,1079,Bucharest                                                                                           ,Clay,2018-07-16
2010,W-PR-UAE-01A-2010,Dubai                                                                                               ,Hard,2010-02-15
2010,W-INT-GBR-01A-2010,Birmingham                                                                                          ,Grass,2010-06-07
2016,W-FC-2016-G2-AO-B-M-SIN-KGZ-01,Fed Cup G2 RR: SIN vs KGZ                                                                           ,Hard,2016-04-15
2014,W-PR-FRA-01A-2014,Paris                                                                                               ,Carpet,2014-01-27
2018,0528,Linz                                                                                                ,Hard,2018-10-08
2010,D076,Fed Cup G1 RRD: GBR vs BIH                                                                          ,Hard,2010-02-03
2016,W-FC-2016-G1-AO-A-M-JPN-UZB-01,Fed Cup G1 RR: JPN vs UZB                                                                           ,Hard,2016-02-03
2012,W-INT-MAR-01A-2012,Fes                                                                                                 ,Clay,2012-04-23
2011,D144,Fed Cup G2 RRB: ECU vs PAN                                                                          ,Hard,2011-05-18
2017,0602,New Haven                                                                                           ,Hard,2017-08-21
2011,W-INT-MAR-01A-2011,Fes                                                                                                 ,Clay,2011-04-18
2018,1086,St. Petersburg                                                                                      ,Hard,2018-01-29
2018,1080,Nottingham                                                                                          ,Grass,2018-06-11
2018,W-FC-2018-G2-AO-D-M-INA-BRN-01,Fed Cup G2 RR: INA vs BRN                                                                           ,Hard,2018-02-06
2012,D120,Fed Cup G3 RRB: TUN vs LTU                                                                          ,Clay,2012-04-20
2019,W-FC-2019-G2-EPA-B-M-LUX-RSA-01,Fed Cup G2 RR: LUX vs RSA                                                                           ,Hard,2019-02-06
2018,W-FC-2018-G2-AM-A-PP3-4-DOM-CUB-01,Fed Cup G2 PM: DOM vs CUB                                                                           ,Hard,2018-06-23
2014,D116,Fed Cup G2 RR: PUR vs BAR                                                                           ,Hard,2014-04-09
2015,D018,Fed Cup G2 PO: EGY vs LUX                                                                           ,Hard,2015-02-07
2015,W-INT-USA-01A-2015,Washington                                                                                          ,Hard,2015-08-03
2014,D008,Fed Cup G1 RR: PAR vs VEN                                                                           ,Clay,2014-02-07
2013,D046,Fed Cup G1 RRB: GBR vs POR                                                                          ,Hard,2013-02-08
2017,W-FC-2017-G2-AM-PPO-GUA-PER-01,Fed Cup G2 PPO: GUA vs PER                                                                          ,Clay,2017-07-22
2015,W-INT-MEX-01A-2015,Acapulco                                                                                            ,Hard,2015-02-23
2018,W-FC-2018-WG-M-CZE-USA-01,Fed Cup WG F: CZE vs USA                                                                            ,Hard,2018-11-10
2012,D071,Fed Cup G2 RRA: SIN vs PAK                                                                          ,Hard,2012-01-31
2017,1048,Bastad                                                                                              ,Clay,2017-07-24
2014,W-INT-CAN-01A-2014,Quebec City                                                                                         ,Hard,2014-09-08
2012,W-PR-FRA-01A-2012,Paris                                                                                               ,Carpet,2012-02-06
2011,D105,Fed Cup G3 RRB: NOR vs TUN                                                                          ,Clay,2011-05-05
2010,D074,Fed Cup G1 RRD: AUT vs GBR                                                                          ,Hard,2010-02-04
2010,D066,Fed Cup G1 RRC: SWE vs HUN                                                                          ,Hard,2010-02-05
2013,D011,Fed Cup WG2 R1: SUI vs BEL                                                                          ,Clay,2013-02-09
2017,M004,Acapulco                                                                                            ,Hard,2017-02-27
2014,W-PR-AUS-02A-2014,Sydney                                                                                              ,Hard,2014-01-06
2012,D080,Fed Cup G2 RRB: IND vs TKM                                                                          ,Hard,2012-02-01
2014,W-INT-USA-01A-2014,Washington                                                                                          ,Hard,2014-07-28
2019,W-FC-2019-G1-EPA-B-B-M-SRB-GEO-01,Fed Cup G1 RR: SRB vs GEO                                                                           ,Hard,2019-02-06
2010,D143,Fed Cup G2 RRB: ARM vs GEO                                                                          ,Clay,2010-04-30
2016,W-FC-2016-G1-EPA-B-M-GEO-RSA-01,Fed Cup G1 RR: GEO vs RSA                                                                           ,Hard,2016-02-03
2016,W-FC-2016-G2-AO-A-M-PHI-BRN-01,Fed Cup G2 RR: PHI vs BRN                                                                           ,Hard,2016-04-15
2019,W-FC-2019-WG2-M-SUI-ITA-01,Fed Cup WG2 R1: SUI vs ITA                                                                          ,Hard,2019-02-09
2012,D093,Fed Cup G2 PO: SRI vs IRI                                                                           ,Hard,2012-02-04
2011,D068,Fed Cup G1 RRA: PAR vs PER                                                                          ,Clay,2011-02-02
2011,D025,Fed Cup G1 RRB: POL vs LUX                                                                          ,Hard,2011-02-04
2011,D122,Fed Cup G3 PO: TUN vs MNE                                                                           ,Clay,2011-05-07
2010,D090,Fed Cup G1 PO: ISR vs DEN                                                                           ,Hard,2010-02-06
2016,1079,Bucharest                                                                                           ,Clay,2016-07-11
2014,D019,Fed Cup G1 RR: CHN vs UZB                                                                           ,Hard,2014-02-05
2013,D105,Fed Cup G2 RRA: EST vs FIN                                                                          ,Clay,2013-04-19
2018,0703,San Jose                                                                                            ,Hard,2018-07-30
2013,W-INT-CAN-01A-2013,Quebec City                                                                                         ,Hard,2013-09-09
2018,W-FC-2018-G2-EPA-PPO-DEN-ISR-01,Fed Cup G2 PPO: DEN vs ISR                                                                          ,Clay,2018-04-21
2019,W-FC-2019-G2-AM-A-A-M-PER-PAN-01,Fed Cup G2 RR: PER vs PAN                                                                           ,Clay,2019-04-17
2014,W-INT-NZL-01A-2014,Auckland                                                                                            ,Hard,2013-12-30
2012,D159,Fed Cup G2 PO: DEN vs LAT                                                                           ,Clay,2012-04-21
2010,W-INT-MEX-02A-2010,Monterrey                                                                                           ,Hard,2010-03-01
2017,W-FC-2017-G1-AM-A-M-CAN-BOL-01,Fed Cup G1 RR: CAN vs BOL                                                                           ,Hard,2017-02-09
2012,D151,Fed Cup G2 RRA: DEN vs MNE                                                                          ,Clay,2012-04-19
2017,W-FC-2017-G1-AM-B-M-ARG-COL-01,Fed Cup G1 RR: ARG vs COL                                                                           ,Hard,2017-02-10
2018,W-FC-2018-G2-AO-PP9-12-LBN-SRI-01,Fed Cup G2 PM: LBN vs SRI                                                                           ,Hard,2018-02-09
2012,D144,Fed Cup G2 RRB: PUR vs CRC                                                                          ,Clay,2012-04-17
2017,1056,Tokyo                                                                                               ,Hard,2017-09-18
2010,W-PR-USA-01A-2010,Charleston                                                                                          ,Clay,2010-04-12
2010,D123,Fed Cup G3 RRB: IRL vs ALG                                                                          ,Clay,2010-04-23
2016,1087,Kaohsiung                                                                                           ,Hard,2016-02-08
2016,1023,Guangzhou                                                                                           ,Hard,2016-09-19
2014,D075,Fed Cup G3 RR: MLT vs ISL                                                                           ,Hard,2014-02-06
2018,W-FC-2018-G2-EPA-B-M-NOR-LUX-01,Fed Cup G2 RR: NOR vs LUX                                                                           ,Clay,2018-04-19
2018,W-FC-2018-G1-AM-A-M-PAR-COL-01,Fed Cup G1 RR: PAR vs COL                                                                           ,Clay,2018-02-07
2014,W-PR-USA-03A-2014,Cincinnati                                                                                          ,Hard,2014-08-11
2012,D082,Fed Cup G2 RRB: IND vs IRI                                                                          ,Hard,2012-01-30
2016,W-FC-2016-G1-AM-A-M-COL-BOL-01,Fed Cup G1 RR: COL vs BOL                                                                           ,Clay,2016-02-03
2013,D008,Fed Cup WG PO: USA vs SWE                                                                           ,Hard,2013-04-20
2012,D127,Fed Cup G3 RRB: MDA vs CYP                                                                          ,Clay,2012-04-18
2014,D143,Fed Cup G2 PO: LIE vs BIH                                                                           ,Hard,2014-04-19
2016,1064,Florianopolis                                                                                       ,Hard,2016-08-01
2011,D031,Fed Cup G1 RRC: BLR vs GRE                                                                          ,Hard,2011-02-04
2013,D114,Fed Cup G2 RRB: MNE vs GRE                                                                          ,Clay,2013-04-17
2018,W-FC-2018-WG-PO-SUI-ROU-01,Fed Cup WG R1: SUI vs ROU                                                                           ,Clay,2018-04-21
2010,D029,Fed Cup G1 RRB: TPE vs THA                                                                          ,Hard,2010-02-05
2019,1096,Hua Hin                                                                                             ,Hard,2019-01-28
2017,W-FC-2017-G2-AM-PP9-12-URU-HON-01,Fed Cup G2 PM: URU vs HON                                                                           ,Clay,2017-07-22
2011,D133,Fed Cup G2 RRA: DOM vs GUA                                                                          ,Hard,2011-05-17
2016,W-FC-2016-G2-AM-PP5-8-DOM-CRC-01,Fed Cup G2 PM: DOM vs CRC                                                                           ,Hard,2016-02-06
2013,W-INT-MEX-02A-2013,Monterrey                                                                                           ,Hard,2013-04-01
2010,W-INT-SWE-01A-2010,Bastad                                                                                              ,Clay,2010-07-05
2019,W-FC-2019-G2-EPA-PPO-LUX-TUN-01,Fed Cup G2 PPO: LUX vs TUN                                                                          ,Hard,2019-02-09
2013,W-SL-USA-01A-2013,US Open                                                                                             ,Hard,2013-08-26
2010,D082,Fed Cup G2 PO: MAS vs HKG                                                                           ,Hard,2010-02-06
2018,W-FC-2018-G2-AO-C-M-MAS-POC-01,Fed Cup G2 RR: MAS vs POC                                                                           ,Hard,2018-02-08
2016,1081,Zhuhai                                                                                              ,Hard,2016-10-31
2011,D050,Fed Cup G1 RRB: TPE vs KAZ                                                                          ,Hard,2011-01-31
2012,D076,Fed Cup G2 RRB: PHI vs IND                                                                          ,Hard,2012-02-03
2012,D034,Fed Cup G1 RRC: ISR vs POR                                                                          ,Hard,2012-02-02
2018,W-FC-2018-G2-AO-PP5-8-NZL-PAK-01,Fed Cup G2 PM: NZL vs PAK                                                                           ,Hard,2018-02-09
2010,D042,Fed Cup G1 RRA: CAN vs PUR                                                                          ,Clay,2010-02-04
2013,D055,Fed Cup G1 RRC: ISR vs ROU                                                                          ,Hard,2013-02-07
2017,W-FC-2017-WG-PO-RUS-BEL-01,Fed Cup WG R1: RUS vs BEL                                                                           ,Clay,2017-04-22
2012,W-INT-COL-01A-2012,Bogota                                                                                              ,Clay,2012-02-13
2011,D069,Fed Cup G1 RRA: PAR vs BOL                                                                          ,Clay,2011-02-04
2011,D058,Fed Cup G2 RRA: PHI vs PAK                                                                          ,Hard,2011-01-31
2010,D068,Fed Cup G1 RRC: DEN vs HUN                                                                          ,Hard,2010-02-04
2013,D033,Fed Cup G1 RRA: THA vs IND                                                                          ,Hard,2013-02-08
2011,D059,Fed Cup G2 RRB: HKG vs SIN                                                                          ,Hard,2011-01-31
2010,W-INT-HUN-01A-2010,Budapest                                                                                            ,Clay,2010-07-05
2010,D142,Fed Cup G2 RRA: LUX vs LIE                                                                          ,Clay,2010-04-30
2011,D065,Fed Cup G1 RRA: ARG vs PAR                                                                          ,Clay,2011-02-03
2014,D125,Fed Cup G2 PO: PUR vs TRI                                                                           ,Hard,2014-04-12
2019,1024,Seoul                                                                                               ,Hard,2019-09-16
2013,D013,Fed Cup WG2 R1: ESP vs UKR                                                                          ,Clay,2013-02-09
2016,W-FC-2016-G1-AM-A-M-PAR-BOL-01,Fed Cup G1 RR: PAR vs BOL                                                                           ,Clay,2016-02-04
2012,D123,Fed Cup G3 RRB: TUN vs NAM                                                                          ,Clay,2012-04-18
2019,W-FC-2019-G2-AM-B-A-M-VEN-URU-01,Fed Cup G2 RR: VEN vs URU                                                                           ,Hard,2019-04-16
2010,D117,Fed Cup G3 RRA: TUR vs MDA                                                                          ,Clay,2010-04-22
2012,D006,Fed Cup WG SF: CZE vs ITA                                                                           ,Hard,2012-04-21
2016,W-FC-2016-G2-AO-A-M-HKG-BRN-01,Fed Cup G2 RR: HKG vs BRN                                                                           ,Hard,2016-04-12
2014,W-INT-FRA-01A-2014,Strasbourg                                                                                          ,Clay,2014-05-19
2018,W-FC-2018-G1-AO-A-M-KAZ-HKG-01,Fed Cup G1 RR: KAZ vs HKG                                                                           ,Hard,2018-02-07
2013,D095,Fed Cup G2 PO: PHI vs NZL                                                                           ,Hard,2013-02-09
2015,D014,Fed Cup G1 PO: CHN vs KOR                                                                           ,Hard,2015-02-07
2018,W-FC-2018-G2-AM-B-A-M-ECU-HON-01,Fed Cup G2 RR: ECU vs HON                                                                           ,Clay,2018-07-18
2012,W-INT-HUN-01A-2012,Budapest                                                                                            ,Clay,2012-04-30
2010,W-INT-CHN-01A-2010,Guangzhou                                                                                           ,Hard,2010-09-13
2014,D129,Fed Cup G2 RR: MNE vs FIN                                                                           ,Hard,2014-04-17
2013,W-SL-GBR-01A-2013,Wimbledon                                                                                           ,Grass,2013-06-24
2012,D101,Fed Cup G1 PO: ARG vs COL                                                                           ,Clay,2012-02-04
2010,D036,Fed Cup G2 RRB: HKG vs SYR                                                                          ,Hard,2010-02-03
2017,W-FC-2017-WG2-PO-AUS-SRB-01,Fed Cup WG2 R1: AUS vs SRB                                                                          ,Hard,2017-04-22
2014,D115,Fed Cup G2 RR: CHI vs BAR                                                                           ,Hard,2014-04-10
2014,D059,Fed Cup G2 RR: IND vs NZL                                                                           ,Hard,2014-02-06
2016,1048,Bastad                                                                                              ,Clay,2016-07-18
2012,D068,Fed Cup G2 RRA: HKG vs PAK                                                                          ,Hard,2012-02-01
2014,D018,Fed Cup G1 RR: INA vs THA                                                                           ,Hard,2014-02-05
2016,W-FC-2016-G2-AO-A-M-HKG-IRI-01,Fed Cup G2 RR: HKG vs IRI                                                                           ,Hard,2016-04-15
2011,D060,Fed Cup G2 RRB: HKG vs TKM                                                                          ,Hard,2011-01-31
2017,560,US Open                                                                                             ,Hard,2017-08-28
2015,D015,Fed Cup G1 PO: THA vs UZB                                                                           ,Hard,2015-02-07
2014,D094,Fed Cup G1 PO: MEX vs ECU                                                                           ,Clay,2014-02-08
2013,D065,Fed Cup G2 RRA: HKG vs TKM                                                                          ,Hard,2013-02-04
2010,D005,Fed Cup WG2 R1: AUS vs ESP                                                                          ,Hard,2010-02-06
2016,W-FC-2016-G1-AO-B-M-KOR-TPE-01,Fed Cup G1 RR: KOR vs TPE                                                                           ,Hard,2016-02-05
2014,D136,Fed Cup G2 RR: GEO vs BIH                                                                           ,Hard,2014-04-18
2010,D062,Fed Cup G1 RRB: POR vs SUI                                                                          ,Hard,2010-02-04
2011,W-SL-FRA-01A-2011,Roland Garros                                                                                       ,Clay,2011-05-23
2010,D097,Fed Cup G2 RRA: BAH vs TRI                                                                          ,Clay,2010-04-20
2012,W-INT-CHN-01A-2012,Guangzhou                                                                                           ,Hard,2012-09-17
2017,W-FC-2017-G1-AO-A-M-KAZ-KOR-01,Fed Cup G1 RR: KAZ vs KOR                                                                           ,Hard,2017-02-10
2012,D167,Fed Cup G2 PO: MEX vs TRI                                                                           ,Clay,2012-04-21
2013,W-SL-AUS-01A-2013,Australian Open                                                                                     ,Hard,2013-01-14
2017,W-FC-2017-G2-AO-D-M-SRI-TJK-01,Fed Cup G2 RR: SRI vs TJK                                                                           ,Hard,2017-07-20
2010,D018,Fed Cup WG2 PO: CAN vs ARG                                                                          ,Carpet,2010-04-24
2010,W-INT-AUT-01A-2010,Bad Gastein                                                                                         ,Clay,2010-07-19
2013,D034,Fed Cup G1 RRB: CHN vs TPE                                                                          ,Hard,2013-02-08
2012,D075,Fed Cup G2 RRA: PAK vs SRI                                                                          ,Hard,2012-02-03
2019,1086,St. Petersburg                                                                                      ,Hard,2019-01-28
2010,W-INT-ITA-01A-2010,Palermo                                                                                             ,Clay,2010-07-12
2018,W-FC-2018-G1-EPA-A-M-SRB-BUL-01,Fed Cup G1 RR: SRB vs BUL                                                                           ,Hard,2018-02-07
2012,W-INT-NED-01A-2012,'s Hertogenbosch                                                                                    ,Grass,2012-06-18
2014,D042,Fed Cup G1 RR: SLO vs ISR                                                                           ,Hard,2014-02-08
2011,W-PR-AUS-01A-2011,Sydney                                                                                              ,Hard,2011-01-10
2017,W-FC-2017-G1-AO-B-M-IND-PHI-01,Fed Cup G1 RR: IND vs PHI                                                                           ,Hard,2017-02-10
2012,D073,Fed Cup G2 RRA: KGZ vs PAK                                                                          ,Hard,2012-01-30
2010,W-INT-SLO-01A-2010,Portoroz                                                                                            ,Hard,2010-07-19
2017,0406,Strasbourg                                                                                          ,Clay,2017-05-22
2017,W-FC-2017-G2-AO-A-M-UZB-NZL-01,Fed Cup G2 RR: UZB vs NZL                                                                           ,Hard,2017-07-20
2013,W-WT-TUR-01A-2013,WTA Championships                                                                                   ,Hard,2013-10-21
2016,0656,Quebec City                                                                                         ,Hard,2016-09-12
2016,W-FC-2016-G2-AO-B-M-INA-PAK-01,Fed Cup G2 RR: INA vs PAK                                                                           ,Hard,2016-04-14
2016,560,US Open                                                                                             ,Hard,2016-08-29
2014,D058,Fed Cup G2 RR: IND vs IRI                                                                           ,Hard,2014-02-04
2014,D056,Fed Cup G2 RR: TKM vs IRQ                                                                           ,Hard,2014-02-04
2011,D080,Fed Cup G1 PO: UZB vs JPN                                                                           ,Hard,2011-01-31
2013,D024,Fed Cup G1 RRA: PER vs VEN                                                                          ,Clay,2013-02-08
2018,M009,Rome                                                                                                ,Clay,2018-05-14
2013,D030,Fed Cup G1 RRB: CHI vs MEX                                                                          ,Clay,2013-02-08
2016,W-FC-2016-G2-AO-PP5-6-POC-INA-01,Fed Cup G2 PM: POC vs INA                                                                           ,Hard,2016-04-16
2012,W-PR-UAE-01A-2012,Dubai                                                                                               ,Hard,2012-02-20
2012,W-PR-AUS-01A-2012,Brisbane                                                                                            ,Hard,2012-01-02
2015,W-P5-CHN-01A-2015,Wuhan                                                                                               ,Hard,2015-09-28
2010,D023,Fed Cup G1 RRA: NZL vs INA                                                                          ,Hard,2010-02-05
2017,W-FC-2017-G1-EPA-C-M-TUR-POR-01,Fed Cup G1 RR: TUR vs POR                                                                           ,Hard,2017-02-10
2014,W-INT-CHN-03A-2014,Tianjin                                                                                             ,Hard,2014-10-06
2018,1081,Zhuhai                                                                                              ,Hard,2018-10-29
2014,W-SL-AUS-01A-2014,Australian Open                                                                                     ,Hard,2014-01-13
2015,D048,Fed Cup G2 PO: IND vs PHI                                                                           ,Hard,2015-04-18
2019,W-FC-2019-G2-AM-B-A-M-VEN-DOM-01,Fed Cup G2 RR: VEN vs DOM                                                                           ,Hard,2019-04-18
2017,W-FC-2017-G2-EPA-B-M-LTU-EGY-01,Fed Cup G2 RR: LTU vs EGY                                                                           ,Hard,2017-04-21
2011,D088,Fed Cup G1 PO: ARG vs COL                                                                           ,Clay,2011-02-05
2011,D078,Fed Cup G1 PO: THA vs KAZ                                                                           ,Hard,2011-01-31
2018,W-FC-2018-G2-EPA-A-M-EGY-GRE-01,Fed Cup G2 RR: EGY vs GRE                                                                           ,Clay,2018-04-19
2018,1091,Mallorca                                                                                            ,Grass,2018-06-18
2017,W-FC-2017-WG-M-GER-USA-01,Fed Cup WG R1: GER vs USA                                                                           ,Hard,2017-02-11
2017,W-FC-2017-G1-AO-B-M-CHN-PHI-01,Fed Cup G1 RR: CHN vs PHI                                                                           ,Hard,2017-02-10
2011,D125,Fed Cup G2 PO: POR vs GEO                                                                           ,Clay,2011-05-07
2018,W-FC-2018-G2-AO-D-M-INA-PAK-01,Fed Cup G2 RR: INA vs PAK                                                                           ,Hard,2018-02-07
2014,D077,Fed Cup G2 PO: PHI vs TKM                                                                           ,Hard,2014-02-07
2012,D162,Fed Cup G3 PO: MAR vs LTU                                                                           ,Clay,2012-04-21
2010,D038,Fed Cup G2 RRB: PHI vs SYR                                                                          ,Hard,2010-02-05
2015,W-INT-HKG-01A-2015,Hong Kong                                                                                           ,Hard,2015-10-12
2018,M020,Brisbane                                                                                            ,Hard,2018-01-01
2017,W-FC-2017-G1-EPA-B-M-HUN-BIH-01,Fed Cup G1 RR: HUN vs BIH                                                                           ,Hard,2017-02-10
2013,D007,Fed Cup WG PO: GER vs SRB                                                                           ,Clay,2013-04-20
2011,D057,Fed Cup G2 RRA: KGZ vs PAK                                                                          ,Hard,2011-01-31
2014,D026,Fed Cup G1 RR: BEL vs NED                                                                           ,Hard,2014-02-05
2016,M004,Acapulco                                                                                            ,Hard,2016-02-22
2011,D021,Fed Cup G1 RRA: SUI vs DEN                                                                          ,Hard,2011-02-03
2014,D022,Fed Cup G1 RR: UZB vs KOR                                                                           ,Hard,2014-02-07
2014,D072,Fed Cup G3 RR: NOR vs MAD                                                                           ,Hard,2014-02-06
2018,W-FC-2018-G1-EPA-C-M-HUN-SLO-01,Fed Cup G1 RR: HUN vs SLO                                                                           ,Hard,2018-02-08
2012,D019,Fed Cup WG2 PO: ARG vs CHN                                                                          ,Clay,2012-04-21
2014,D061,Fed Cup G2 RR: IRI vs NZL                                                                           ,Hard,2014-02-05
2017,W-FC-2017-G2-AO-B-M-POC-IRI-01,Fed Cup G2 RR: POC vs IRI                                                                           ,Hard,2017-07-20
2015,D007,Fed Cup WG SF: RUS vs GER                                                                           ,Clay,2015-04-18
2019,W-FC-2019-G2-EPA-A-M-AUT-TUN-01,Fed Cup G2 RR: AUT vs TUN                                                                           ,Hard,2019-02-06
2012,D018,Fed Cup WG2 PO: SWE vs GBR                                                                          ,Hard,2012-04-21
2011,D032,Fed Cup G1 RRC: AUT vs CRO                                                                          ,Hard,2011-02-04
2019,W-FC-2019-G2-AM-A-B-M-BAH-BAR-01,Fed Cup G2 RR: BAH vs BAR                                                                           ,Clay,2019-04-17
2010,W-INT-ESP-01A-2010,Marbella                                                                                            ,Clay,2010-04-05
2016,W-FC-2016-G1-AO-A-M-THA-IND-01,Fed Cup G1 RR: THA vs IND                                                                           ,Hard,2016-02-03
2017,1052,Birmingham                                                                                          ,Grass,2017-06-19
2010,D020,Fed Cup G1 RRA: JPN vs NZL                                                                          ,Hard,2010-02-04
2013,W-INT-CHN-01A-2013,Shenzhen                                                                                            ,Hard,2012-12-31
2013,D101,Fed Cup G1 PO: AUT vs ROU                                                                           ,Hard,2013-02-09
2014,W-INT-NED-01A-2014,s Hertogenbosch                                                                                     ,Grass,2014-06-16
2013,D009,Fed Cup WG PO: SUI vs AUS                                                                           ,Clay,2013-04-20
2012,D166,Fed Cup G3 PO: KEN vs CYP                                                                           ,Clay,2012-04-21
2011,D040,Fed Cup G1 RRD: ROU vs LAT                                                                          ,Hard,2011-02-03
2011,W-INT-HUN-01A-2011,Budapest                                                                                            ,Clay,2011-07-04
2019,W-FC-2019-WG2-M-ESP-JPN-01,Fed Cup WG2 R1: ESP vs JPN                                                                          ,Hard,2019-02-09
2012,D100,Fed Cup G1 PO: GRE vs LUX                                                                           ,Hard,2012-02-04
2019,W-FC-2019-G1-AM-PPO-PAR-BRA-01,Fed Cup G1 PPO: PAR vs BRA                                                                          ,Clay,2019-02-09
2018,W-FC-2018-G1-AM-A-M-CHI-COL-01,Fed Cup G1 RR: CHI vs COL                                                                           ,Clay,2018-02-09
2012,D047,Fed Cup G1 RRB: COL vs PAR                                                                          ,Clay,2012-02-01
2016,0806,Montreal                                                                                            ,Hard,2016-07-25
2013,D016,Fed Cup WG2 PO: UKR vs CAN                                                                          ,Clay,2013-04-20
2010,D104,Fed Cup G2 RRA: TRI vs CRC                                                                          ,Clay,2010-04-22
2015,W-INT-CHN-02A-2015,Guangzhou                                                                                           ,Hard,2015-09-21
2012,W-PR-USA-05A-2012,New Haven                                                                                           ,Hard,2012-08-20
2010,W-INT-KOR-01A-2010,Seoul                                                                                               ,Hard,2010-09-20
2018,W-FC-2018-G1-AM-B-M-ARG-GUA-01,Fed Cup G1 RR: ARG vs GUA                                                                           ,Clay,2018-02-07
2017,W-FC-2017-G1-AM-A-M-PAR-VEN-01,Fed Cup G1 RR: PAR vs VEN                                                                           ,Hard,2017-02-09
2012,D122,Fed Cup G3 RRB: TUN vs CYP                                                                          ,Clay,2012-04-17
2012,D001,Fed Cup WG R1: RUS vs ESP                                                                           ,Hard,2012-02-04
2019,1082,Prague                                                                                              ,Clay,2019-04-29
2019,0804,Charleston                                                                                          ,Clay,2019-04-01
2011,W-INT-AZE-01A-2011,Baku                                                                                                ,Hard,2011-07-18
2016,0825,Tashkent                                                                                            ,Hard,2016-09-26
2019,W-FC-2019-G1-AM-A-M-MEX-ECU-01,Fed Cup G1 RR: MEX vs ECU                                                                           ,Clay,2019-02-07
2019,W-FC-2019-G1-EPA-A-B-M-UKR-BUL-01,Fed Cup G1 RR: UKR vs BUL                                                                           ,Hard,2019-02-07
2018,M007,Miami                                                                                               ,Hard,2018-03-19
2013,D113,Fed Cup G2 RRB: RSA vs LTU                                                                          ,Clay,2013-04-17
2010,D058,Fed Cup G1 RRA: NED vs BUL                                                                          ,Hard,2010-02-03
2013,D056,Fed Cup G1 RRC: ROU vs TUR                                                                          ,Hard,2013-02-08
2011,D117,Fed Cup G2 RRB: GEO vs TUR                                                                          ,Clay,2011-05-06
2012,D064,Fed Cup G1 RRB: KAZ vs INA                                                                          ,Hard,2012-02-02
2014,D133,Fed Cup G2 RR: FIN vs LIE                                                                           ,Hard,2014-04-18
2011,D003,Fed Cup WG R1: SVK vs CZE                                                                           ,Hard,2011-02-05
2017,W-FC-2017-G1-AM-B-M-BRA-COL-01,Fed Cup G1 RR: BRA vs COL                                                                           ,Hard,2017-02-10
2010,W-INT-CAN-01A-2010,Quebec City                                                                                         ,Hard,2010-09-13
2014,D023,Fed Cup G1 RR: UZB vs TPE                                                                           ,Hard,2014-02-06
2012,W-INT-SWE-01A-2012,Bastad                                                                                              ,Clay,2012-07-16
2013,W-PR-JPN-01A-2013,Tokyo                                                                                               ,Hard,2013-09-23
2012,D008,Fed Cup WG PO: UKR vs USA                                                                           ,Clay,2012-04-21
